Song-Name,Artists,Genre,Album,Language,Mood,tags
Kuch Toh Hua Hai,AnkitTiwari,BollywoodRomantic,SinghamReturns,Hindi,romantic,AnkitTiwari BollywoodRomantic SinghamReturns romanticHindi
Rabba Main Toh Mar Gaya Oye,ShahidMallya,BollywoodRomantic,Mausam,Hindi,romantic,ShahidMallya BollywoodRomantic Mausam romanticHindi
Theher Ja (Remix),ArmaanMalik,BollywoodRomantic,October,Hindi,romantic,ArmaanMalik BollywoodRomantic October romanticHindi
Jiya Maine Jiya,AlkaYagnik UditNarayan,BollywoodRomantic,Khushi,Hindi,romantic,AlkaYagnik UditNarayan BollywoodRomantic Khushi romanticHindi
Kuch To Hua Hai,AlkaYagnik Shaan,BollywoodDance,KalHoNaaHo,Hindi,Energetic,AlkaYagnik Shaan BollywoodDance KalHoNaaHo EnergeticHindi
Angelina,SonuNigam,BollywoodRomantic,BaaBaaaBlackSheep,Hindi,romantic,SonuNigam BollywoodRomantic BaaBaaaBlackSheep romanticHindi
Dhoom Again,DominiqueCrezo VishalDadlani,BollywoodDance,Dhoom2,Hindi,Energetic,DominiqueCrezo VishalDadlani BollywoodDance Dhoom2 EnergeticHindi
Dhinka Chika (Remix),AmritaKak MikaSingh,BollywoodDance,Ready,Hindi,Energetic,AmritaKak MikaSingh BollywoodDance Ready EnergeticHindi
Tu Milade,AnkitTiwari,BollywoodDance,AllisWell,Hindi,Energetic,AnkitTiwari BollywoodDance AllisWell EnergeticHindi
Thoda Thoda Pyar,SunidhiChauhan,BollywoodDance,LoveAjKal,Hindi,Energetic,SunidhiChauhan BollywoodDance LoveAjKal EnergeticHindi
O Mere Raja,AshaBhosle KishoreKumar,BollywoodDance,JohnyMeraNaam,Hindi,Energetic,AshaBhosle KishoreKumar BollywoodDance JohnyMeraNaam EnergeticHindi
Gela Gela Gela,AdnanSami SunidhiChauhan,BollywoodDance,Aitraaz,Hindi,Energetic,AdnanSami SunidhiChauhan BollywoodDance Aitraaz EnergeticHindi
Ik Tu Hi Tu Hi,HansRajHans,BollywoodDevotional,Mausam,Hindi,sad,HansRajHans BollywoodDevotional Mausam sadHindi
Sultan (Mashup),Multiple,BollywoodDance,Sultan,Hindi,Energetic,Multiple BollywoodDance Sultan EnergeticHindi
Kitni Hasrat Hain Humein,KumarSanu SadhanaSargam,BollywoodRomantic,Sainik,Hindi,romantic,KumarSanu SadhanaSargam BollywoodRomantic Sainik romanticHindi
Aa Jaana Aa Jaana,AlkaYagnik KumarSanu,BollywoodRomantic,CoolieNo.1,Hindi,romantic,AlkaYagnik KumarSanu BollywoodRomantic CoolieNo.1 romanticHindi
Har Dil Jo Pyar Karega,LataMangeshkar MahendraKapoor Mukesh,BollywoodDance,Sangam,Hindi,Energetic,LataMangeshkar MahendraKapoor Mukesh BollywoodDance Sangam EnergeticHindi
Tere Mere Beech Mein,MohitChauhan SunidhiChauhan,BollywoodRomantic,ShuddhDesiRomance,Hindi,romantic,MohitChauhan SunidhiChauhan BollywoodRomantic ShuddhDesiRomance romanticHindi
Ye Ladki Nahin Banaras Ka Paan,BelaSulakhe SonuNigam,BollywoodDance,KhullamKhullaPyaarKaren,Hindi,Energetic,BelaSulakhe SonuNigam BollywoodDance KhullamKhullaPyaarKaren EnergeticHindi
Kai Baar Yun Bhi Dekha Hai,Mukesh,BollywoodRomantic,Rajnigandha,Hindi,romantic,Mukesh BollywoodRomantic Rajnigandha romanticHindi
Pakeezah,GulrajSingh,Bollywood,Ungli,Hindi,Energetic,GulrajSingh Bollywood Ungli EnergeticHindi
Dam Bhar Jo Udhar Munh Phere,LataMangeshkar Mukesh,BollywoodDance,Awaara,Hindi,Energetic,LataMangeshkar Mukesh BollywoodDance Awaara EnergeticHindi
Bade Armanon Se,LataMangeshkar Mukesh,BollywoodDance,Malhar,Hindi,Energetic,LataMangeshkar Mukesh BollywoodDance Malhar EnergeticHindi
Challa Chaap Chunariya,RekhaBhardwaj,Bollywood,DaasDev,Hindi,Energetic,RekhaBhardwaj Bollywood DaasDev EnergeticHindi
Chal Akela Chal Akela,Mukesh,BollywoodDance,Sambandh,Hindi,Energetic,Mukesh BollywoodDance Sambandh EnergeticHindi
De De Pyaar De,KishoreKumar,BollywoodDance,Sharaabi,Hindi,Energetic,KishoreKumar BollywoodDance Sharaabi EnergeticHindi
Behti Hawa Sa Tha Woh,Shaan ShantanuMoitra,BollywoodSad,3Idiots,Hindi,sad,Shaan ShantanuMoitra BollywoodSad 3Idiots sadHindi
Dil Ye Dancer Ho Gaya,AtifAslam,Bollywood,ActorInLaw,Hindi,Energetic,AtifAslam Bollywood ActorInLaw EnergeticHindi
Mor Bani Thanghat Kare,AditiPaul OsmanMir,BollywoodDance,Ram-Leela,Hindi,Energetic,AditiPaul OsmanMir BollywoodDance Ram-Leela EnergeticHindi
Gore Gore Se,AlkaYagnik,BollywoodDance,HumTum,Hindi,Energetic,AlkaYagnik BollywoodDance HumTum EnergeticHindi
Sanam Teri Kasam (Reprise),MohammedIrfan PalakMuchhal,BollywoodSad,SanamTeriKasam,Hindi,sad,MohammedIrfan PalakMuchhal BollywoodSad SanamTeriKasam sadHindi
School Ke Din,SonuNigam,BollywoodDance,AlwaysKabhiKabhi,Hindi,Energetic,SonuNigam BollywoodDance AlwaysKabhiKabhi EnergeticHindi
Yeh Mera Prem Patra,MohammedRafi,BollywoodRomantic,Sangam,Hindi,romantic,MohammedRafi BollywoodRomantic Sangam romanticHindi
Jiska Koi Nahin,MannaDey,BollywoodMotivational,Laawaris,Hindi,sad,MannaDey BollywoodMotivational Laawaris sadHindi
Chalo Ek Bar Phir Se,MahendraKapoor,BollywoodSad,Gumrah,Hindi,sad,MahendraKapoor BollywoodSad Gumrah sadHindi
Kab Ke Bichhde Hue,AshaBhosle KishoreKumar,BollywoodRomantic,Laawaris,Hindi,romantic,AshaBhosle KishoreKumar BollywoodRomantic Laawaris romanticHindi
Aaj Ibaadat,AltamashFaridi JavedBashir ShadabFaridi ShashiSuman ShreyasPuranik,BollywoodDevotional,BajiraoMastani,Hindi,sad,AltamashFaridi JavedBashir ShadabFaridi ShashiSuman ShreyasPuranik BollywoodDevotional BajiraoMastani sadHindi
Peepal Ke Patwa,JaspinderNarula SonuNigam,BollywoodDance,Sooryavansham,Hindi,Energetic,JaspinderNarula SonuNigam BollywoodDance Sooryavansham EnergeticHindi
Pukarta Chala Hoon Main,MohammedRafi,Bollywood,MereSanam,Hindi,Energetic,MohammedRafi Bollywood MereSanam EnergeticHindi
Meri Bindiya Teri Nindiya,LataMangeshkar,BollywoodRomantic,Lamhe,Hindi,romantic,LataMangeshkar BollywoodRomantic Lamhe romanticHindi
Ranga Re,ShreyaGhoshal,BollywoodDance,TutakTutakTutiya,Hindi,Energetic,ShreyaGhoshal BollywoodDance TutakTutakTutiya EnergeticHindi
Kaun Kisi Ko Baandh Saka,MohammedRafi,BollywoodDance,Kaalia,Hindi,Energetic,MohammedRafi BollywoodDance Kaalia EnergeticHindi
Dekhiye Aji Jaaneman,AlkaYagnik UditNarayan,BollywoodRomantic,KyaKehna,Hindi,romantic,AlkaYagnik UditNarayan BollywoodRomantic KyaKehna romanticHindi
Jis Desh Mein Ganga Rehta Hai,Abhijeet,BollywoodDance,JisDeshMeinRehtaHai,Hindi,Energetic,Abhijeet BollywoodDance JisDeshMeinRehtaHai EnergeticHindi
Kambal Ke Neeche,AamanTrikha AishwaryaMajmudar NeetiMohan SanchitaBhattachayra,BollywoodDance,Kaanchi,Hindi,Energetic,AamanTrikha AishwaryaMajmudar NeetiMohan SanchitaBhattachayra BollywoodDance Kaanchi EnergeticHindi
Maine Tere Liye,Mukesh,BollywoodDance,Anand,Hindi,Energetic,Mukesh BollywoodDance Anand EnergeticHindi
Teri Zulfon Se Judai To,MohammedRafi,BollywoodRomantic,JabPyarKisiSeHotaHai,Hindi,romantic,MohammedRafi BollywoodRomantic JabPyarKisiSeHotaHai romanticHindi
Salamat Rahe Dostana Hamara,KishoreKumar MohammedRafi,Bollywood,Dostana,Hindi,Energetic,KishoreKumar MohammedRafi Bollywood Dostana EnergeticHindi
Humne Ghar Choda Hai,SadhanaSargam UditNarayan,BollywoodRomantic,Dil,Hindi,romantic,SadhanaSargam UditNarayan BollywoodRomantic Dil romanticHindi
Teri Bindiya Re,LataMangeshkar MohammedRafi,BollywoodRomantic,Abhimaan,Hindi,romantic,LataMangeshkar MohammedRafi BollywoodRomantic Abhimaan romanticHindi
Barbaad Raat,SanamPuri ShalmaliKholgade,BollywoodDance,Humshakals,Hindi,Energetic,SanamPuri ShalmaliKholgade BollywoodDance Humshakals EnergeticHindi
Ghoonghat Ki Aadh Se,AlkaYagnik KumarSanu,BollywoodRomantic,HumHainRahiPyaarKe,Hindi,romantic,AlkaYagnik KumarSanu BollywoodRomantic HumHainRahiPyaarKe romanticHindi
Chaska,KrishnaBeura,BollywoodDance,BadmaashCompany,Hindi,Energetic,KrishnaBeura BollywoodDance BadmaashCompany EnergeticHindi
Megha Re Megha Re,IlaArun LataMangeshkar,BollywoodDance,Lamhe,Hindi,Energetic,IlaArun LataMangeshkar BollywoodDance Lamhe EnergeticHindi
Move Your Body Now,AkritiKakar HardKaur Shaan Suhail,BollywoodDance,KismatKonnection,Hindi,Energetic,AkritiKakar HardKaur Shaan Suhail BollywoodDance KismatKonnection EnergeticHindi
Humen Kash Tumse Mohabbat,LataMangeshkar,BollywoodSad,Mughal-E-Azam,Hindi,sad,LataMangeshkar BollywoodSad Mughal-E-Azam sadHindi
Manmarziyan,AmitTrivedi ShilpaRao,BollywoodRomantic,Lootera,Hindi,romantic,AmitTrivedi ShilpaRao BollywoodRomantic Lootera romanticHindi
Bismillah,AnupamAmod,BollywoodDance,OnceUpon,Hindi,Energetic,AnupamAmod BollywoodDance OnceUpon EnergeticHindi
Mohabbat Ke,HimeshReshammiya TulsiKumar,BollywoodDance,Aksar,Hindi,Energetic,HimeshReshammiya TulsiKumar BollywoodDance Aksar EnergeticHindi
Fatal Attraction,NatalieDiLuccio SalimMerchant,BollywoodDance,LadiesVsRickyBahl,Hindi,Energetic,NatalieDiLuccio SalimMerchant BollywoodDance LadiesVsRickyBahl EnergeticHindi
Khol De Baahein,MonaliThakur,BollywoodRomantic,MeriPyaariBindu,Hindi,romantic,MonaliThakur BollywoodRomantic MeriPyaariBindu romanticHindi
Pehla Pehla Pyar,S.P.Balasubrahmanyam,BollywoodRomantic,HumAapkeHainKoun,Hindi,romantic,S.P.Balasubrahmanyam BollywoodRomantic HumAapkeHainKoun romanticHindi
Bhaage Re Mann,SunidhiChauhan,BollywoodDance,Chameli,Hindi,Energetic,SunidhiChauhan BollywoodDance Chameli EnergeticHindi
Yeh Tera Ghar Yeh Mera Ghar,JagjitSingh,Bollywood,SaathSaath,Hindi,Energetic,JagjitSingh Bollywood SaathSaath EnergeticHindi
Hai Re Hai Re,HemaSardesai KK,BollywoodDance,Khushi,Hindi,Energetic,HemaSardesai KK BollywoodDance Khushi EnergeticHindi
Hum Laye Hain Toofan Se Kashti Nikal Ke,MohammedRafi,BollywoodPatriotic,Jagriti,Hindi,sad,MohammedRafi BollywoodPatriotic Jagriti sadHindi
Meri Aawargi,HimeshReshammiya,BollywoodDance,GoodBoyBadBoy,Hindi,Energetic,HimeshReshammiya BollywoodDance GoodBoyBadBoy EnergeticHindi
Ghum Shuda,SonuNigam,BollywoodDance,ChalteChalte,Hindi,Energetic,SonuNigam BollywoodDance ChalteChalte EnergeticHindi
Ghar,MohitChauhan NikhitaGandhi,BollywoodSad,JabHarryMetSejal,Hindi,sad,MohitChauhan NikhitaGandhi BollywoodSad JabHarryMetSejal sadHindi
Tera Rastaa Chodun Na,AmitabhBhattacharya AnushaMani,BollywoodRomantic,ChennaiExpress,Hindi,romantic,AmitabhBhattacharya AnushaMani BollywoodRomantic ChennaiExpress romanticHindi
Neela Aasman So Gaya,AmitabhBachchan,BollywoodRomantic,Silsila,Hindi,romantic,AmitabhBachchan BollywoodRomantic Silsila romanticHindi
Mera Yaar Mila De,A.R.Rahman,BollywoodSad,Saathiya,Hindi,sad,A.R.Rahman BollywoodSad Saathiya sadHindi
Sakhiya,TulsiKumar,BollywoodDance,BhoolBhulaiyaa,Hindi,Energetic,TulsiKumar BollywoodDance BhoolBhulaiyaa EnergeticHindi
Dil Tadap Tadap Ke Kah Raha,LataMangeshkar Mukesh,BollywoodRomantic,Madhumati,Hindi,romantic,LataMangeshkar Mukesh BollywoodRomantic Madhumati romanticHindi
Kaise Piya Se,LataMangeshkar,BollywoodRomantic,Bewafaa,Hindi,romantic,LataMangeshkar BollywoodRomantic Bewafaa romanticHindi
Aaj Din Chadheya,RahatFatehAliKhan,BollywoodRomantic,LoveAajKal,Hindi,romantic,RahatFatehAliKhan BollywoodRomantic LoveAajKal romanticHindi
Jai Ho,Wajid,BollywoodDance,JaiHo,Hindi,Energetic,Wajid BollywoodDance JaiHo EnergeticHindi
Kiss Me Baby – Title Song,AdnanSami,BollywoodDance,GaramMasala,Hindi,Energetic,AdnanSami BollywoodDance GaramMasala EnergeticHindi
Kehkasha Tu Meri,ShekharRavjiani,BollywoodMotivational,Akira,Hindi,sad,ShekharRavjiani BollywoodMotivational Akira sadHindi
Raat Ke Dhai Baje,Earl KunalGanjawala RekhaBhardwaj SureshWadkar,BollywoodDance,Kaminey,Hindi,Energetic,Earl KunalGanjawala RekhaBhardwaj SureshWadkar BollywoodDance Kaminey EnergeticHindi
Rama Re,Shaan ZubeenGarg,Bollywood,Kaante,Hindi,Energetic,Shaan ZubeenGarg Bollywood Kaante EnergeticHindi
Hairat,LuckyAli,BollywoodDance,AnjaanaAnjaani,Hindi,Energetic,LuckyAli BollywoodDance AnjaanaAnjaani EnergeticHindi
Dukki Tikki,MikaSingh,BollywoodDance,RajaNatwarlal,Hindi,Energetic,MikaSingh BollywoodDance RajaNatwarlal EnergeticHindi
Ajib Dastan Hai Yeh,LataMangeshkar,BollywoodDance,DilApnaAurPreetParai,Hindi,Energetic,LataMangeshkar BollywoodDance DilApnaAurPreetParai EnergeticHindi
Shikayatein,AmitTrivedi,BollywoodSad,Lootera,Hindi,sad,AmitTrivedi BollywoodSad Lootera sadHindi
Genda Phool,RajatDholakia ShraddhaPandit SujataMajumdar V.N.Mahathi,BollywoodDance,Delhi-6,Hindi,Energetic,RajatDholakia ShraddhaPandit SujataMajumdar V.N.Mahathi BollywoodDance Delhi-6 EnergeticHindi
Laagi Laagi,HimeshReshammiya SunidhiChauhan,BollywoodRomantic,Aksar,Hindi,romantic,HimeshReshammiya SunidhiChauhan BollywoodRomantic Aksar romanticHindi
Rafu,RonkiniGupta,BollywoodDance,TumhariSulu,Hindi,Energetic,RonkiniGupta BollywoodDance TumhariSulu EnergeticHindi
Saturday Saturday (Remix),AkritiKakar Badshah IndeepBakshi ToshiSabri,BollywoodDance,HumptySharmaKiDulhania,Hindi,Energetic,AkritiKakar Badshah IndeepBakshi ToshiSabri BollywoodDance HumptySharmaKiDulhania EnergeticHindi
Saajna (Unplugged),FalakShabir,BollywoodRomantic,IMeAurMein,Hindi,romantic,FalakShabir BollywoodRomantic IMeAurMein romanticHindi
Jannatein Kahan,K.K.,BollywoodDance,Jannat2,Hindi,Energetic,K.K. BollywoodDance Jannat2 EnergeticHindi
Meri Zindagi Mein Ajnabee,KumarSanu SunidhiChauhan,BollywoodRomantic,Ajnabee,Hindi,romantic,KumarSanu SunidhiChauhan BollywoodRomantic Ajnabee romanticHindi
Mere Watan Mein Maine,AlkaYagnik SureshWadkar,BollywoodDance,KhudaGawah,Hindi,Energetic,AlkaYagnik SureshWadkar BollywoodDance KhudaGawah EnergeticHindi
Namak,RakeshPandit RekhaBhardwaj,BollywoodDance,Asoka,Hindi,Energetic,RakeshPandit RekhaBhardwaj BollywoodDance Asoka EnergeticHindi
Tinka Tinka,AlishaChinai,BollywoodRomantic,Karam,Hindi,romantic,AlishaChinai BollywoodRomantic Karam romanticHindi
Main Chali,NareshIyer ShreyaGhoshal,BollywoodDance,Force,Hindi,Energetic,NareshIyer ShreyaGhoshal BollywoodDance Force EnergeticHindi
Suhana Safar Aur Yeh Mausam,Mukesh,BollywoodDance,Madhumati,Hindi,Energetic,Mukesh BollywoodDance Madhumati EnergeticHindi
Pal Pal… Har Pal,ShreyaGhoshal SonuNigam,BollywoodRomantic,LageRahoMunnaBhai,Hindi,romantic,ShreyaGhoshal SonuNigam BollywoodRomantic LageRahoMunnaBhai romanticHindi
Khoya Khoya Chand Khula Aasman,MohammedRafi,BollywoodRomantic,KalaBazar,Hindi,romantic,MohammedRafi BollywoodRomantic KalaBazar romanticHindi
Ajab Leher Hai Meri,NeerajShridhar RhysD'souza VishalDadlani,BollywoodDance,BreakUpKeBaad,Hindi,Energetic,NeerajShridhar RhysD'souza VishalDadlani BollywoodDance BreakUpKeBaad EnergeticHindi
Aaja Aaja …Yaad Sataye,KavitaKrishnamurthy UditNarayan,BollywoodRomantic,RajaBabu,Hindi,romantic,KavitaKrishnamurthy UditNarayan BollywoodRomantic RajaBabu romanticHindi
Jalebi Bai,SunidhiChauhan,BollywoodDance,DoubleDhammal,Hindi,Energetic,SunidhiChauhan BollywoodDance DoubleDhammal EnergeticHindi
Desi Look (Remix),KanikaKapoor,BollywoodDance,EkPaheliLeela,Hindi,Energetic,KanikaKapoor BollywoodDance EkPaheliLeela EnergeticHindi
Meri Shaadi Karvado,SapnaAwasthiSingh UditNarayan,BollywoodDance,JisDeshMeinGangaRehtaHai,Hindi,Energetic,SapnaAwasthiSingh UditNarayan BollywoodDance JisDeshMeinGangaRehtaHai EnergeticHindi
Nazrein Milaana Nazrein Churaana,AnupamaDeshpande BennyDayal Darshana NareshIyer SatishChakravarthy SwethaBhargavee Tanvi,BollywoodDance,JaaneTuYaJaaneNa,Hindi,Energetic,AnupamaDeshpande BennyDayal Darshana NareshIyer SatishChakravarthy SwethaBhargavee Tanvi BollywoodDance JaaneTuYaJaaneNa EnergeticHindi
Kabhi Main Kahon Kabhi Tu Kahe,Hariharan LataMangeshkar,BollywoodRomantic,Lamhe,Hindi,romantic,Hariharan LataMangeshkar BollywoodRomantic Lamhe romanticHindi
Mangalayam,K.K. Kunal Shaan Sreenivas,BollywoodDance,Saathiya,Hindi,Energetic,K.K. Kunal Shaan Sreenivas BollywoodDance Saathiya EnergeticHindi
Naina Mile,A.R.Rahman SuzanneD'Mello,BollywoodDance,Robot,Hindi,Energetic,A.R.Rahman SuzanneD'Mello BollywoodDance Robot EnergeticHindi
Phir Wahi,ArijitSingh,BollywoodSad,JaggaJasoos,Hindi,sad,ArijitSingh BollywoodSad JaggaJasoos sadHindi
Kahin Deep Jale Kahin Dil,LataMangeshkar,BollywoodSad,BeesSaalBaad,Hindi,sad,LataMangeshkar BollywoodSad BeesSaalBaad sadHindi
I Feel Good,ShilpaRao VishalDadlani,BollywoodDanceRomantic,AnjaanaAnjaani,Hindi,romantic,ShilpaRao VishalDadlani BollywoodDanceRomantic AnjaanaAnjaani romanticHindi
Mere Bhaiyaa Mere Chanda,AshaBhosle,Bollywood,Kaajal,Hindi,Energetic,AshaBhosle Bollywood Kaajal EnergeticHindi
Taiyabali Pyar Ka Dushman,JavedAli,BollywoodDance,OnceUponATimeInMumbaaiDobara,Hindi,Energetic,JavedAli BollywoodDance OnceUponATimeInMumbaaiDobara EnergeticHindi
Kahe Paise Pe,KishoreKumar,BollywoodDance,Laawaris,Hindi,Energetic,KishoreKumar BollywoodDance Laawaris EnergeticHindi
Muskaanein Jhooti Hai,SumanSridhar,BollywoodRomantic,Talaash,Hindi,romantic,SumanSridhar BollywoodRomantic Talaash romanticHindi
Main Naa Bhoolunga I,LataMangeshkar Mukesh,BollywoodRomantic,RotiKapadaAurMakaan,Hindi,romantic,LataMangeshkar Mukesh BollywoodRomantic RotiKapadaAurMakaan romanticHindi
Allah Hafiz,K.K.,BollywoodDance,BhoolBhulaiyaa,Hindi,Energetic,K.K. BollywoodDance BhoolBhulaiyaa EnergeticHindi
20-20,AnuMalik MamtaSharma Shadaab,BollywoodDance,WelcomeBack,Hindi,Energetic,AnuMalik MamtaSharma Shadaab BollywoodDance WelcomeBack EnergeticHindi
Des Mere Des,A.R.Rahman SukhwinderSingh,BollywoodPatriotic,TheLegendOfBhagatSingh,Hindi,sad,A.R.Rahman SukhwinderSingh BollywoodPatriotic TheLegendOfBhagatSingh sadHindi
Besharmi Ki Height (Remix),BennyDayal ShalmaliKholgade,BollywoodDance,MainTeraHero,Hindi,Energetic,BennyDayal ShalmaliKholgade BollywoodDance MainTeraHero EnergeticHindi
Moh Moh Ke Dhaage (Female),MonaliThakur,BollywoodRomance,DumLagaKeHaisha,Hindi,romantic,MonaliThakur BollywoodRomance DumLagaKeHaisha romanticHindi
Kharaa Kharaa,SonuKakkar,BollywoodRomance,Fever,Hindi,romantic,SonuKakkar BollywoodRomance Fever romanticHindi
De Di Azadi Hamen Bina,AshaBhosle,BollywoodPatriotic,Jagriti,Hindi,sad,AshaBhosle BollywoodPatriotic Jagriti sadHindi
Tum Ladki Ho,LataMangeshkar S.P.Balasubrahmanyam ShailendraSingh UshaMangeshkar,Bollywood,MainePyarKiya,Hindi,Energetic,LataMangeshkar S.P.Balasubrahmanyam ShailendraSingh UshaMangeshkar Bollywood MainePyarKiya EnergeticHindi
Katiya Karun,HarshdeepKaur,BollywoodDance,Rockstar,Hindi,Energetic,HarshdeepKaur BollywoodDance Rockstar EnergeticHindi
Lakhon Hain Nigahon Mein,MohammedRafi,BollywoodDance,PhirWohiDilLayaHoon,Hindi,Energetic,MohammedRafi BollywoodDance PhirWohiDilLayaHoon EnergeticHindi
Arziyan,JavedAli KailashKher,Bollywood,Delhi-6,Hindi,Energetic,JavedAli KailashKher Bollywood Delhi-6 EnergeticHindi
Jaadu Tone Waaliyan,ShababSabri,BollywoodDance,DaawateIshq,Hindi,Energetic,ShababSabri BollywoodDance DaawateIshq EnergeticHindi
Junooniyat,FalakShabir MeetBros,BollywoodRomantic,SanamRe,Hindi,romantic,FalakShabir MeetBros BollywoodRomantic SanamRe romanticHindi
Tamma Tamma Loge,AnuradhaPaudwal BappiLahiri,BollywoodDance,Thanedaar,Hindi,Energetic,AnuradhaPaudwal BappiLahiri BollywoodDance Thanedaar EnergeticHindi
Chhote Chhote Peg (Remix),NavrajHans NehaKakkar YoYoHoneySingh,BollywoodDance,SonuKeTituKiSweety,Hindi,Energetic,NavrajHans NehaKakkar YoYoHoneySingh BollywoodDance SonuKeTituKiSweety EnergeticHindi
Mehfil Mein Bar Bar,AlkaYagnik KumarSanu,BollywoodDance,Soldier,Hindi,Energetic,AlkaYagnik KumarSanu BollywoodDance Soldier EnergeticHindi
O Soniye Dil Jaaniye,AlkaYagnik KumarSanu SonuNigam,BollywoodRomantic,KyaKehna,Hindi,romantic,AlkaYagnik KumarSanu SonuNigam BollywoodRomantic KyaKehna romanticHindi
Dil Mera Churaya Kyun,KumarSanu,BollywoodSad,AkeleHumAkeleTum,Hindi,sad,KumarSanu BollywoodSad AkeleHumAkeleTum sadHindi
Ooee Baba,Abhijeet AlkaYagnik SapnaMukherjee,BollywoodDance,Judaai,Hindi,Energetic,Abhijeet AlkaYagnik SapnaMukherjee BollywoodDance Judaai EnergeticHindi
Mera Dil Bhi Kitna Pagal Hai,AlkaYagnik KumarSanu S.P.Balasubrahmanyam,BollywoodRomantic,Saajan,Hindi,romantic,AlkaYagnik KumarSanu S.P.Balasubrahmanyam BollywoodRomantic Saajan romanticHindi
Fitoori,AishwaryaBhandari GaneshChandanshive VaishaliBhaisne,BollywoodDance,BajiraoMastani,Hindi,Energetic,AishwaryaBhandari GaneshChandanshive VaishaliBhaisne BollywoodDance BajiraoMastani EnergeticHindi
Small Town Girl,HimaniKapoor ShekharRavjiani SukhwinderSingh,BollywoodDance,BachnaAeHaseeno,Hindi,Energetic,HimaniKapoor ShekharRavjiani SukhwinderSingh BollywoodDance BachnaAeHaseeno EnergeticHindi
Do Pal,LataMangeshkar SonuNigam,BollywoodRomanticSad,VeerZaara,Hindi,RomanticSad,LataMangeshkar SonuNigam BollywoodRomanticSad VeerZaara RomanticSadHindi
Har Ek Friend Kamina Hota Hai,SonuNigam,BollywoodDance,ChashmeBaddoor,Hindi,Energetic,SonuNigam BollywoodDance ChashmeBaddoor EnergeticHindi
Jab Se Tumko Dekha,AshaBhosle KishoreKumar,BollywoodRomantic,Kaalia,Hindi,romantic,AshaBhosle KishoreKumar BollywoodRomantic Kaalia romanticHindi
Lamha Lamha,Abhijeet,BollywoodRomance,Gangster,Hindi,romantic,Abhijeet BollywoodRomance Gangster romanticHindi
Raat Baaqi Baat Baaqi,AshaBhosle BappiLahiri BasavalingaiahHiremath ShashiKapoor,BollywoodDance,NamakHalaal,Hindi,Energetic,AshaBhosle BappiLahiri BasavalingaiahHiremath ShashiKapoor BollywoodDance NamakHalaal EnergeticHindi
Aankhon Mein Neendein,RahatFatehAliKhan ShankarMahadevan ShreyaGhoshal,BollywoodRomantic,WeAreFamily,Hindi,romantic,RahatFatehAliKhan ShankarMahadevan ShreyaGhoshal BollywoodRomantic WeAreFamily romanticHindi
Tumsa Nahin Dekha,MohammedRafi,BollywoodRomantic,TumsaNahinDekha,Hindi,romantic,MohammedRafi BollywoodRomantic TumsaNahinDekha romanticHindi
Hey Ooi Amma Ooi Amma,Poornima,BollywoodDance,RajaBabu,Hindi,Energetic,Poornima BollywoodDance RajaBabu EnergeticHindi
Jaage Hain,A.R.Rahman K.S.Chithra,BollywoodSad,Guru,Hindi,sad,A.R.Rahman K.S.Chithra BollywoodSad Guru sadHindi
Koi Jab Tumhara Hriday Tod De,Mukesh,BollywoodSad,PurabAurPachim,Hindi,sad,Mukesh BollywoodSad PurabAurPachim sadHindi
Mashallah (Remix),ShreyaGhoshal Wajid,BollywoodDance,EkThaTiger,Hindi,Energetic,ShreyaGhoshal Wajid BollywoodDance EkThaTiger EnergeticHindi
Mere Khwabon Mein Jo Aaye,AlkaYagnik,BollywoodDance,Soldier,Hindi,Energetic,AlkaYagnik BollywoodDance Soldier EnergeticHindi
Chali Kahani,Haricharan Haripriya SukhwinderSingh,BollywoodDance,Tamasha,Hindi,Energetic,Haricharan Haripriya SukhwinderSingh BollywoodDance Tamasha EnergeticHindi
Saddi Dilli,MillindGaba,BollywoodDance,DilliwaaliZaalimGirlfriend,Hindi,Energetic,MillindGaba BollywoodDance DilliwaaliZaalimGirlfriend EnergeticHindi
Dum Dum,Romy VivekHariharan,BollywoodRomantic,Phillauri,Hindi,romantic,Romy VivekHariharan BollywoodRomantic Phillauri romanticHindi
Dil Ko Aaya Sukoon,HiralBrahmbhatt RahatFatehAliKhan,Bollywood,Rangrezz,Hindi,Energetic,HiralBrahmbhatt RahatFatehAliKhan Bollywood Rangrezz EnergeticHindi
